match_id,team_id,team_name,player_id,player_name,player_nickname,jersey_number,country_id,country_name,from,to,from_period,to_period,starter,on_bench,position_id,position_name,position_from,position_to,start_reason,end_reason
3857254,777,Tunisia,3557,Naïm Sliti,,23,232,Tunisia,,,,,,,17.0,Right Wing,66:43,80:09,Substitution - On (Tactical),Tactical Shift
3857254,777,Tunisia,3767,Ellyes Joris Skhiri,,17,232,Tunisia,,,,,,,9.0,Right Defensive Midfield,00:00,,Starting XI,Final Whistle
3857254,777,Tunisia,5647,Ali Maâloul,,12,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,5650,Ferjani Sassi,,13,232,Tunisia,,,,,,,11.0,Left Defensive Midfield,87:46,,Substitution - On (Tactical),Final Whistle
3857254,777,Tunisia,5651,Yassine Meriah,,4,232,Tunisia,,,,,,,4.0,Center Back,00:00,,Starting XI,Final Whistle
3857254,777,Tunisia,5653,Mouez Hassen,,26,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,5655,Dylan Daniel Mahmoud Bronn,,6,232,Tunisia,,,,,,,3.0,Right Center Back,00:00,,Starting XI,Final Whistle
3857254,777,Tunisia,6342,Aymen Mathlouthi,Balbouli,1,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,6347,Ghilane Chalali,,18,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,9236,Mohamed Dräger,,20,232,Tunisia,,,,,,,7.0,Right Wing Back,00:00,87:17,Starting XI,Substitution - Off (Tactical)
3857254,777,Tunisia,16352,Issam Jebali,,9,232,Tunisia,,,,,,,23.0,Center Forward,00:00,80:01,Starting XI,Substitution - Off (Tactical)
3857254,777,Tunisia,23910,Youssef Msakni,,7,232,Tunisia,,,,,,,21.0,Left Wing,00:00,79:47,Starting XI,Substitution - Off (Tactical)
3857254,777,Tunisia,25582,Nader Ghandri,,5,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,30681,Ali Abdi,,24,232,Tunisia,,,,,,,8.0,Left Wing Back,00:00,,Starting XI,Final Whistle
3857254,777,Tunisia,32450,Montassar Omar Talbi,,3,232,Tunisia,,,,,,,5.0,Left Center Back,00:00,,Starting XI,Final Whistle
3857254,777,Tunisia,35592,Anis Ben Slimane,Anis Slimane,25,232,Tunisia,,,,,,,17.0,Right Wing,00:00,66:43,Starting XI,Substitution - Off (Tactical)
3857254,777,Tunisia,44955,Aïssa Bilal Laïdouni,Aïssa Laïdouni,14,232,Tunisia,,,,,,,11.0,Left Defensive Midfield,00:00,87:46,Starting XI,Substitution - Off (Tactical)
3857254,777,Tunisia,50988,Hannibal Mejbri,,8,232,Tunisia,,,,,,,21.0,Left Wing,79:47,80:09,Substitution - On (Tactical),Tactical Shift
3857254,777,Tunisia,68749,Seifeddine Jaziri,,19,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,102816,Mohamed Ali Ben Romdhane,,15,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,105943,Aymen Dahmen,,16,232,Tunisia,,,,,,,1.0,Goalkeeper,00:00,,Starting XI,Final Whistle
3857254,777,Tunisia,105944,Wajdi Kechrida,,21,232,Tunisia,,,,,,,7.0,Right Wing Back,87:17,,Substitution - On (Tactical),Final Whistle
3857254,777,Tunisia,128793,Taha Yassine Khenissi,,11,232,Tunisia,,,,,,,23.0,Center Forward,80:01,,Substitution - On (Tactical),Final Whistle
3857254,777,Tunisia,136296,Bechir Ben Said,,22,232,Tunisia,,,,,,,,,,,,
3857254,777,Tunisia,163049,Bilel Ifa,,2,232,Tunisia,,,,,,,,,,,,
3857255,778,Japan,3175,Eiji Kawashima,,1,114,Japan,,,,,,,,,,,,
3857255,778,Japan,3300,Maya Yoshida,,22,114,Japan,,,,,,,4.0,Center Back,00:00,,Starting XI,Final Whistle
3857255,778,Japan,3530,Hiroki Sakai,,19,114,Japan,,,,,,,,,,,,
3857255,778,Japan,5690,Yuto Nagatomo,,5,114,Japan,,,,,,,8.0,Left Wing Back,00:00,45:00,Starting XI,Substitution - Off (Tactical)
3857255,778,Japan,5693,Gaku Shibasaki,,7,114,Japan,,,,,,,,,,,,
3857255,778,Japan,8361,Ritsu Doan,,8,114,Japan,,,,,,,17.0,Right Wing,45:00,,Substitution - On (Tactical),Final Whistle
3857255,778,Japan,8776,Takumi Minamino,,10,114,Japan,,,,,,,,,,,,
3857255,778,Japan,8949,Takuma Asano,,18,114,Japan,,,,,,,23.0,Center Forward,61:02,,Substitution - On (Tactical),Final Whistle
3857255,778,Japan,9411,Daichi Kamada,,15,114,Japan,,,,,,,21.0,Left Wing,00:00,68:49,Starting XI,Substitution - Off (Tactical)
3857255,778,Japan,23527,Junya Ito,,14,114,Japan,,,,,,,7.0,Right Wing Back,00:00,68:54,Starting XI,Tactical Shift
3857255,778,Japan,23721,Wataru Endo,,6,114,Japan,,,,,,,9.0,Right Defensive Midfield,86:30,,Substitution - On (Tactical),Final Whistle
3857255,778,Japan,23730,Takehiro Tomiyasu,,16,114,Japan,,,,,,,21.0,Left Wing,68:49,68:54,Substitution - On (Tactical),Tactical Shift
3857255,778,Japan,25719,Shūichi Gonda,,12,114,Japan,,,,,,,1.0,Goalkeeper,00:00,,Starting XI,Final Whistle
3857255,778,Japan,29366,Daniel Schmidt,,23,114,Japan,,,,,,,,,,,,
3857255,778,Japan,29595,Ko Itakura,,4,114,Japan,,,,,,,3.0,Right Center Back,00:00,,Starting XI,Final Whistle
3857255,778,Japan,30628,Daizen Maeda,,25,114,Japan,,,,,,,23.0,Center Forward,00:00,61:02,Starting XI,Substitution - Off (Tactical)
3857255,778,Japan,31090,Takefusa Kubo,,11,114,Japan,,,,,,,17.0,Right Wing,00:00,45:00,Starting XI,Substitution - Off (Tactical)
3857255,778,Japan,37122,Yuki Soma,,24,114,Japan,,,,,,,,,,,,
3857255,778,Japan,37208,Ao Tanaka,,17,114,Japan,,,,,,,9.0,Right Defensive Midfield,00:00,86:30,Starting XI,Substitution - Off (Tactical)
3857255,778,Japan,37209,Miki Yamane,,2,114,Japan,,,,,,,,,,,,
3857255,778,Japan,37211,Kaoru Mitoma,,9,114,Japan,,,,,,,8.0,Left Wing Back,45:00,,Substitution - On (Tactical),Final Whistle
3857255,778,Japan,37215,Shogo Taniguchi,,3,114,Japan,,,,,,,5.0,Left Center Back,00:00,,Starting XI,Final Whistle
3857255,778,Japan,37221,Hidemasa Morita,,13,114,Japan,,,,,,,11.0,Left Defensive Midfield,00:00,,Starting XI,Final Whistle
3857255,778,Japan,38285,Ayase Ueda,,21,114,Japan,,,,,,,,,,,,
3857255,778,Japan,95272,Hiroki Ito,,26,114,Japan,,,,,,,,,,,,
3857255,778,Japan,100436,Shuto Machino,,20,114,Japan,,,,,,,,,,,,
3857255,772,Spain,3477,Álvaro Borja Morata Martín,Álvaro Morata,7,214,Spain,,,,,,,23.0,Center Forward,00:00,56:17,Starting XI,Substitution - Off (Tactical)
3857255,772,Spain,3957,César Azpilicueta Tanco,César Azpilicueta,2,214,Spain,,,,,,,2.0,Right Back,00:00,45:00,Starting XI,Substitution - Off (Tactical)
3857255,772,Spain,4127,David Raya Martin,David Raya,13,214,Spain,,,,,,,,,,,,
3857255,772,Spain,4353,Aymeric Laporte,,24,214,Spain,,,,,,,,,,,,
3857255,772,Spain,5199,Jorge Resurrección Merodio,Koke,8,214,Spain,,,,,,,,,,,,
3857255,772,Spain,5203,Sergio Busquets i Burgos,Sergio Busquets,5,214,Spain,,,,,,,10.0,Center Defensive Midfield,00:00,,Starting XI,Final Whistle
3857255,772,Spain,5211,Jordi Alba Ramos,Jordi Alba,18,214,Spain,,,,,,,6.0,Left Back,68:54,,Tactical Shift,Final Whistle
3857255,772,Spain,5719,Marco Asensio Willemsen,,10,214,Spain,,,,,,,23.0,Center Forward,56:17,80:55,Substitution - On (Tactical),Tactical Shift
3857255,772,Spain,5721,Daniel Carvajal Ramos,Daniel Carvajal,20,214,Spain,,,,,,,2.0,Right Back,45:00,,Substitution - On (Tactical),Final Whistle
3857255,772,Spain,6583,Carlos Soler Barragán,Carlos Soler,19,214,Spain,,,,,,,,,,,,
3857255,772,Spain,6720,Pablo Sarabia García,Pablo Sarabia,22,214,Spain,,,,,,,,,,,,
3857255,772,Spain,6748,Ferrán Torres García,Ferrán Torres,11,214,Spain,,,,,,,17.0,Right Wing,56:06,80:55,Substitution - On (Tactical),Tactical Shift
3857255,772,Spain,6765,Rodrigo Hernández Cascante,Rodri,16,214,Spain,,,,,,,3.0,Right Center Back,00:00,,Starting XI,Final Whistle
3857255,772,Spain,6840,Marcos Llorente Moreno,Marcos Llorente,6,214,Spain,,,,,,,,,,,,
3857255,772,Spain,6892,Pau Francisco Torres,Pau Torres,4,214,Spain,,,,,,,5.0,Left Center Back,00:00,,Starting XI,Final Whistle
3857255,772,Spain,9843,Robert Lynch Sanchez,Robert Sanchez,1,214,Spain,,,,,,,,,,,,
3857255,772,Spain,11748,Unai Simón Mendibil,Unai Simón,23,214,Spain,,,,,,,1.0,Goalkeeper,00:00,,Starting XI,Final Whistle
3857255,772,Spain,16532,Daniel Olmo Carvajal,Daniel Olmo,21,214,Spain,,,,,,,21.0,Left Wing,00:00,68:54,Starting XI,Tactical Shift
3857255,772,Spain,30486,Pedro González López,Pedri,26,214,Spain,,,,,,,15.0,Left Center Midfield,00:00,,Starting XI,Final Whistle
3857255,772,Spain,30756,Anssumane Fati,Ansu Fati,25,214,Spain,,,,,,,13.0,Right Center Midfield,67:13,68:54,Substitution - On (Tactical),Tactical Shift
3857255,772,Spain,31953,Eric García Martret,Eric García,3,214,Spain,,,,,,,,,,,,
3857255,772,Spain,35641,Hugo Guillamón Sanmartín,Hugo Guillamón,15,214,Spain,,,,,,,,,,,,
3857255,772,Spain,39161,Alejandro Balde Martínez,Alejandro Balde,14,214,Spain,,,,,,,6.0,Left Back,00:00,68:54,Starting XI,Substitution - Off (Tactical)
3857255,772,Spain,50494,Yeremy Jesús Pino Santos,Yeremi Pino,17,214,Spain,,,,,,,,,,,,
3857255,772,Spain,68574,Nicholas Williams Arthuer,Nico Williams,12,214,Spain,,,,,,,17.0,Right Wing,00:00,56:06,Starting XI,Substitution - Off (Tactical)
3857255,772,Spain,133353,Pablo Martín Páez Gavira,Gavi,9,214,Spain,,,,,,,13.0,Right Center Midfield,00:00,67:13,Starting XI,Substitution - Off (Tactical)
3857256,773,Switzerland,3500,Granit Xhaka,,10,221,Switzerland,,,,,,,11.0,Left Defensive Midfield,00:00,,Starting XI,Final Whistle
3857256,773,Switzerland,3533,Xherdan Shaqiri,,23,221,Switzerland,,,,,,,17.0,Right Wing,00:00,68:17,Starting XI,Substitution - Off (Tactical)
3857256,773,Switzerland,3913,Edimilson Fernandes,,2,221,Switzerland,,,,,,,19.0,Center Attacking Midfield,67:51,68:21,Substitution - On (Tactical),Tactical Shift
3857256,773,Switzerland,5537,Fabian Lukas Schär,Fabian Schär,22,221,Switzerland,,,,,,,3.0,Right Center Back,00:00,,Starting XI,Final Whistle
3857256,773,Switzerland,5538,Denis Lemi Zakaria Lako Lado,Denis Zakaria,6,221,Switzerland,,,,,,,17.0,Right Wing,68:17,68:21,Substitution - On (Tactical),Tactical Shift
3857256,773,Switzerland,5543,Haris Seferović,,9,221,Switzerland,,,,,,,,,,,,
3857256,773,Switzerland,5544,Ricardo Iván Rodríguez Araya,Ricardo Rodríguez,13,221,Switzerland,,,,,,,6.0,Left Back,00:00,,Starting XI,Final Whistle
3857256,773,Switzerland,5545,Breel-Donald Embolo,Breel Embolo,7,221,Switzerland,,,,,,,23.0,Center Forward,00:00,95:24,Starting XI,Substitution - Off (Tactical)
3857256,773,Switzerland,5549,Manuel Obafemi Akanji,Manuel Akanji,5,221,Switzerland,,,,,,,5.0,Left Center Back,00:00,,Starting XI,Final Whistle
3857256,773,Switzerland,6983,Remo Freuler,,8,221,Switzerland,,,,,,,9.0,Right Defensive Midfield,00:00,68:21,Starting XI,Tactical Shift
3857256,773,Switzerland,7796,Silvan Widmer,,3,221,Switzerland,,,,,,,2.0,Right Back,00:00,,Starting XI,Final Whistle
3857256,773,Switzerland,8561,Fabian Frei,,20,221,Switzerland,,,,,,,,,,,,
3857256,773,Switzerland,12326,Renato Steffen,,11,221,Switzerland,,,,,,,,,,,,
3857256,773,Switzerland,16016,Michel Aebischer,,14,221,Switzerland,,,,,,,,,,,,
3857256,773,Switzerland,16022,Christian Fassnacht,,16,221,Switzerland,,,,,,,21.0,Left Wing,82:51,,Substitution - On (Tactical),Final Whistle
3857256,773,Switzerland,16026,Djibril Sow,,15,221,Switzerland,,,,,,,19.0,Center Attacking Midfield,00:00,67:51,Starting XI,Substitution - Off (Tactical)
3857256,773,Switzerland,17974,Gregor Kobel,,21,221,Switzerland,,,,,,,1.0,Goalkeeper,00:00,,Starting XI,Final Whistle
3857256,773,Switzerland,29003,Jonas Omlin,,12,221,Switzerland,,,,,,,,,,,,
3857256,773,Switzerland,29006,Noah Okafor,,19,221,Switzerland,,,,,,,23.0,Center Forward,95:24,,Substitution - On (Tactical),Final Whistle
3857256,773,Switzerland,29012,Eray Ervin Cömert,Eray Cömert,18,221,Switzerland,,,,,,,,,,,,
3857256,773,Switzerland,30401,Ruben Vargas,,17,221,Switzerland,,,,,,,21.0,Left Wing,00:00,82:51,Starting XI,Substitution - Off (Tactical)
3857256,773,Switzerland,41655,Ardon Jashari,,26,221,Switzerland,,,,,,,,,,,,
3857256,773,Switzerland,50436,Fabian Rieder,,25,221,Switzerland,,,,,,,,,,,,
3857256,786,Serbia,3512,Marko Grujić,,26,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,3831,Dušan Tadić,,10,203,Serbia,,,,,,,19.0,Center Attacking Midfield,00:00,77:35,Starting XI,Substitution - Off (Tactical)
3857256,786,Serbia,4269,Aleksandar Mitrović,,9,203,Serbia,,,,,,,24.0,Left Center Forward,00:00,,Starting XI,Final Whistle
3857256,786,Serbia,5589,Sergej Milinković-Savić,,20,203,Serbia,,,,,,,11.0,Left Defensive Midfield,00:00,66:59,Starting XI,Substitution - Off (Tactical)
3857256,786,Serbia,5591,Filip Kostić,,17,203,Serbia,,,,,,,8.0,Left Wing Back,00:00,,Starting XI,Final Whistle
3857256,786,Serbia,5603,Nikola Milenković,,4,203,Serbia,,,,,,,3.0,Right Center Back,00:00,,Starting XI,Final Whistle
3857256,786,Serbia,5833,Nemanja Radonjić,,7,203,Serbia,,,,,,,7.0,Right Wing Back,77:40,,Substitution - On (Tactical),Final Whistle
3857256,786,Serbia,6318,Andrija Živković,,14,203,Serbia,,,,,,,7.0,Right Wing Back,00:00,77:40,Starting XI,Substitution - Off (Tactical)
3857256,786,Serbia,6319,Luka Jović,,11,203,Serbia,,,,,,,22.0,Right Center Forward,54:15,,Substitution - On (Tactical),Final Whistle
3857256,786,Serbia,6321,Milos Veljkovic,,5,203,Serbia,,,,,,,4.0,Center Back,00:00,54:02,Starting XI,Substitution - Off (Tactical)
3857256,786,Serbia,6687,Saša Lukić,,16,203,Serbia,,,,,,,9.0,Right Defensive Midfield,00:00,67:18,Starting XI,Tactical Shift
3857256,786,Serbia,6698,Marko Dmitrović,,1,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,6901,Nemanja Maksimović,,6,203,Serbia,,,,,,,11.0,Left Defensive Midfield,66:59,67:18,Substitution - On (Tactical),Tactical Shift
3857256,786,Serbia,7117,Filip Đuričić,Filip Djuricic,21,203,Serbia,,,,,,,19.0,Center Attacking Midfield,77:35,80:14,Substitution - On (Tactical),Player Off
3857256,786,Serbia,7145,Darko Lazović,,22,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,7993,Filip Mladenović,,25,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,10477,Stefan Mitrović,,13,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,15731,Predrag Rajković,,12,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,16489,Nemanja Gudelj,,8,203,Serbia,,,,,,,4.0,Center Back,54:02,,Substitution - On (Tactical),Final Whistle
3857256,786,Serbia,18015,Dušan Vlahović,,18,203,Serbia,,,,,,,22.0,Right Center Forward,00:00,54:15,Starting XI,Substitution - Off (Tactical)
3857256,786,Serbia,18737,Srđan Babić,,15,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,20600,Vanja Milinković Savić,,23,203,Serbia,,,,,,,1.0,Goalkeeper,00:00,,Starting XI,Final Whistle
3857256,786,Serbia,24267,Uroš Račić,,19,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,27719,Strahinja Pavlović,,2,203,Serbia,,,,,,,5.0,Left Center Back,00:00,,Starting XI,Final Whistle
3857256,786,Serbia,30179,Ivan Ilić,,24,203,Serbia,,,,,,,,,,,,
3857256,786,Serbia,43666,Strahinja Eraković,,3,203,Serbia,,,,,,,,,,,,
3857257,776,Denmark,3043,Christian Dannemann Eriksen,Christian Eriksen,10,61,Denmark,,,,,,,15.0,Left Center Midfield,00:00,69:21,Starting XI,Tactical Shift
3857257,776,Denmark,3570,Pierre-Emile Højbjerg,,23,61,Denmark,,,,,,,10.0,Center Defensive Midfield,00:00,69:21,Starting XI,Tactical Shift
3857257,776,Denmark,3815,Kasper Schmeichel,,1,61,Denmark,,,,,,,1.0,Goalkeeper,00:00,,Starting XI,Final Whistle
3857257,776,Denmark,3959,Andreas Christensen,,6,61,Denmark,,,,,,,5.0,Left Center Back,00:00,,Starting XI,Final Whistle
3857257,776,Denmark,4447,Martin Braithwaite Christensen,Martin Braithwaite,9,61,Denmark,,,,,,,23.0,Center Forward,00:00,58:13,Starting XI,Substitution - Off (Tactical)
3857257,776,Denmark,5524,Jens Stryger Larsen,,17,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,5534,Simon Thorup Kjær,Simon Kjær,4,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,5536,Yussuf Yurary Poulsen,Yussuf Poulsen,20,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,5732,Andreas Evald Cornelius,Andreas Cornelius,21,61,Denmark,,,,,,,22.0,Right Center Forward,69:21,69:21,Tactical Shift,Substitution - On (Tactical)
3857257,776,Denmark,6302,Kasper Dolberg,,12,61,Denmark,,,,,,,23.0,Center Forward,58:13,69:21,Substitution - On (Tactical),Tactical Shift
3857257,776,Denmark,6797,Daniel Wass,,18,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,7097,Christian Nørgaard,,15,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,8247,Joachim Andersen,,2,61,Denmark,,,,,,,3.0,Right Center Back,00:00,,Starting XI,Final Whistle
3857257,776,Denmark,12420,Frederik Rønnow,,22,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,16190,Rasmus Nissen Kristensen,Rasmus Kristensen,13,61,Denmark,,,,,,,2.0,Right Back,00:00,45:00,Starting XI,Substitution - Off (Tactical)
3857257,776,Denmark,16294,Robert Skov,,24,61,Denmark,,,,,,,17.0,Right Wing,68:56,69:21,Substitution - On (Tactical),Tactical Shift
3857257,776,Denmark,16554,Joakim Mæhle,Joakim Maehle,5,61,Denmark,,,,,,,6.0,Left Back,00:00,69:21,Starting XI,Substitution - Off (Tactical)
3857257,776,Denmark,17042,Andreas Skov Olsen,,11,61,Denmark,,,,,,,17.0,Right Wing,00:00,68:56,Starting XI,Substitution - Off (Tactical)
3857257,776,Denmark,17043,Victor Nelsson,,3,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,18722,Mathias Jensen,,7,61,Denmark,,,,,,,13.0,Right Center Midfield,00:00,58:30,Starting XI,Substitution - Off (Tactical)
3857257,776,Denmark,21261,Jonas Older Wind,Jonas Wind,19,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,24443,Mikkel Damsgaard,,14,61,Denmark,,,,,,,13.0,Right Center Midfield,58:30,69:21,Substitution - On (Tactical),Tactical Shift
3857257,776,Denmark,24547,Alexander Hartmann Bah,Alexander Bah,26,61,Denmark,,,,,,,2.0,Right Back,45:00,,Substitution - On (Tactical),Final Whistle
3857257,776,Denmark,27038,Oliver Christensen,,16,61,Denmark,,,,,,,,,,,,
3857257,776,Denmark,27569,Jesper Lindstrøm,,25,61,Denmark,,,,,,,21.0,Left Wing,00:00,69:21,Starting XI,Tactical Shift
3857257,792,Australia,3240,Mathew Ryan,Mat Ryan,1,14,Australia,,,,,,,1.0,Goalkeeper,00:00,,Starting XI,Final Whistle
3857257,792,Australia,3281,Aaron Mooy,,13,14,Australia,,,,,,,9.0,Right Defensive Midfield,00:00,,Starting XI,Final Whistle
3857257,792,Australia,5479,Aziz Eraltay Behich,Aziz Behich,16,14,Australia,,,,,,,6.0,Left Back,00:00,74:17,Starting XI,Tactical Shift
3857257,792,Australia,5481,Mathew Leckie,,7,14,Australia,,,,,,,12.0,Right Midfield,00:00,46:58,Starting XI,Tactical Shift
3857257,792,Australia,5490,Jackson Irvine,,22,14,Australia,,,,,,,11.0,Left Defensive Midfield,00:00,46:58,Starting XI,Tactical Shift
3857257,792,Australia,8346,Craig Goodwin,,23,14,Australia,,,,,,,16.0,Left Midfield,00:00,45:00,Starting XI,Substitution - Off (Tactical)
3857257,792,Australia,8859,Ajdin Hrustic,,10,14,Australia,,,,,,,21.0,Left Wing,88:08,,Substitution - On (Tactical),Final Whistle
3857257,792,Australia,9430,Jason Cummings,,25,14,Australia,,,,,,,,,,,,
3857257,792,Australia,9980,Jamie MacLaren,Jamie Maclaren,9,14,Australia,,,,,,,23.0,Center Forward,81:52,,Substitution - On (Tactical),Final Whistle
3857257,792,Australia,15957,Miloš Degenek,,2,14,Australia,,,,,,,2.0,Right Back,00:00,74:17,Starting XI,Tactical Shift
3857257,792,Australia,16549,Danny Vuković,,18,14,Australia,,,,,,,,,,,,
3857257,792,Australia,22293,Harry Souttar,,19,14,Australia,,,,,,,3.0,Right Center Back,00:00,74:17,Starting XI,Tactical Shift
3857257,792,Australia,22371,Bailey Wright,,8,14,Australia,,,,,,,21.0,Left Wing,73:15,74:17,Substitution - On (Tactical),Tactical Shift
3857257,792,Australia,24475,Awer Denis Bul Mabil,,11,14,Australia,,,,,,,,,,,,
3857257,792,Australia,28370,Fran Karačić,,5,14,Australia,,,,,,,,,,,,
3857257,792,Australia,33446,Thomas Deng,,20,14,Australia,,,,,,,,,,,,
3857257,792,Australia,33465,Joel King,,24,14,Australia,,,,,,,,,,,,
3857257,792,Australia,33477,Riley McGree,,14,14,Australia,,,,,,,22.0,Right Center Forward,00:00,46:58,Starting XI,Tactical Shift
3857257,792,Australia,33488,Keanu Baccus,,26,14,Australia,,,,,,,16.0,Left Midfield,45:00,46:58,Substitution - On (Tactical),Tactical Shift
3857257,792,Australia,33492,Mitchell Thomas Duke,Mitchell Duke,15,14,Australia,,,,,,,24.0,Left Center Forward,00:00,46:58,Starting XI,Tactical Shift
3857257,792,Australia,33495,Kye Rowles,,4,14,Australia,,,,,,,5.0,Left Center Back,00:00,,Starting XI,Final Whistle
3857257,792,Australia,33502,Cameron Peter Devlin,,17,14,Australia,,,,,,,,,,,,
3857257,792,Australia,33564,Andrew Redmayne,,12,14,Australia,,,,,,,,,,,,
3857257,792,Australia,33572,Nathaniel Atkinson,,3,14,Australia,,,,,,,,,,,,
3857257,792,Australia,36158,Marco Tilio,,6,14,Australia,,,,,,,,,,,,
3857257,792,Australia,227697,Garang Kuol,,21,14,Australia,,,,,,,,,,,,
3857258,781,Brazil,3063,Danilo Luiz da Silva,Danilo,2,31,Brazil,,,,,,,2.0,Right Back,00:00,,Starting XI,Final Whistle
3857258,781,Brazil,3067,Ederson Santana de Moraes,Ederson Moraes,23,31,Brazil,,,,,,,,,,,,
3857258,781,Brazil,3202,Gabriel Fernando de Jesus,Gabriel Jesus,18,31,Brazil,,,,,,,23.0,Center Forward,78:19,,Substitution - On (Tactical),Final Whistle
3857258,781,Brazil,3247,Fábio Henrique Tavares,Fabinho,15,31,Brazil,,,,,,,,,,,,
